uid,treatment,testidx,data,scores
20,1,"0,4,5,1,2,3","[[""down"",""right"",""down"",""right"",""up"",""down"",""down"",""down"",""right"",""down""],[""up"",""right"",""right"",""right"",""down"",""right"",""up"",""down"",""down"",""left"",""down"",""right"",""up"",""down"",""right"",""up"",""down"",""down"",""up"",""up""],[""down"",""up"",""right"",""down"",""down"",""left"",""right"",""down"",""down"",""right"",""right"",""right"",""left"",""up"",""down"",""right"",""right"",""up"",""left"",""down""],[""right"",""right"",""down"",""down"",""left"",""right"",""down"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""left"",""left"",""right"",""right"",""up"",""left""],[""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""down"",""right"",""up"",""down"",""left"",""right"",""right"",""left"",""up"",""left"",""down"",""right""],[""right"",""right"",""left"",""right"",""up"",""down"",""right"",""down"",""down"",""right"",""down"",""down"",""up"",""down"",""up"",""left"",""left"",""right"",""right"",""down""],[""right"",""right"",""down"",""down"",""down"",""down"",""right"",""right"",""left"",""up"",""down"",""right"",""left"",""right"",""right"",""left"",""right"",""up"",""up"",""left""]]","[53,566,966,736,872,798,913]"
21,1,"0,5,1,4,3,2","[[""right"",""right"",""down"",""right"",""down"",""right"",""right"",""left"",""right"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""right"",""left"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[80,840,907,930,925,760,862]"
22,2,"0,4,3,1,2,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""down"",""up"",""up"",""left"",""left"",""down"",""right"",""up"",""left"",""up"",""down"",""up""],[""down"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""down"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""down"",""left"",""down"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,804,1001,878,930,940,1012]"
23,1,"1,4,5,0,2,3","[[""down"",""right"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[95,930,940,924,951,878,928]"
24,1,"0,1,4,3,5,2","[[""down"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""down"",""down"",""right"",""right"",""up"",""left"",""right"",""down"",""left"",""right"",""left"",""left"",""down"",""left"",""left"",""right"",""down"",""left""],[""down"",""down"",""left"",""left"",""left"",""down"",""right"",""right"",""right"",""up"",""up"",""left"",""left"",""up"",""right"",""right"",""up"",""up"",""up"",""up""],[""up"",""up"",""up"",""left"",""left"",""down"",""left"",""left"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""left"",""up"",""right"",""down"",""left""],[""left"",""left"",""up"",""up"",""up"",""up"",""left"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left""],[""down"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[96,965,1014,713,1171,1168,1468]"
25,0,"3,2,4,0,5,1","[[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""up"",""up"",""down""],[""up"",""up"",""up"",""down"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up""],[""down"",""down"",""down"",""left"",""left"",""left"",""left"",""down"",""up"",""up"",""down"",""down"",""right"",""right"",""left"",""left"",""right"",""right"",""up"",""up""],[""down"",""down"",""up"",""up"",""left"",""left"",""right"",""right"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""right"",""right""],[""down"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""up"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up""],[""up"",""up"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up""],[""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up""]]","[76,673,801,748,716,722,840]"
26,1,"5,1,4,3,0,2","[[""right"",""down"",""right"",""down"",""down"",""right"",""right"",""up"",""right"",""left""],[""up"",""down"",""left"",""left"",""down"",""up"",""down"",""up"",""down"",""right"",""down"",""up"",""up"",""left"",""down"",""up"",""down"",""up"",""right"",""down""],[""right"",""up"",""down"",""up"",""right"",""left"",""up"",""up"",""right"",""left"",""down"",""up"",""down"",""left"",""right"",""up"",""up"",""down"",""right"",""down""],[""left"",""up"",""up"",""up"",""left"",""right"",""right"",""left"",""right"",""right"",""right"",""down"",""right"",""left"",""up"",""down"",""left"",""down"",""up"",""down""],[""up"",""up"",""down"",""left"",""left"",""right"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""up""]]","[78,839,774,704,899,962,865]"
27,2,"1,4,0,3,2,5","[[""right"",""down"",""right"",""left"",""down"",""up"",""down"",""right"",""right"",""right""],[""right"",""right"",""down"",""left"",""left"",""down"",""up"",""down"",""up"",""left"",""right"",""down"",""left"",""right"",""up"",""down"",""right"",""down"",""up"",""left""],[""up"",""right"",""right"",""right"",""up"",""left"",""up"",""down"",""right"",""left"",""up"",""down"",""up"",""right"",""left"",""right"",""up"",""left"",""right"",""down""],[""left"",""up"",""right"",""up"",""left"",""right"",""left"",""up"",""up"",""left"",""right"",""left"",""left"",""down"",""right"",""up"",""left"",""left"",""up"",""right""],[""left"",""left"",""left"",""up"",""up"",""down"",""down"",""right"",""left"",""right"",""down"",""left"",""right"",""down"",""up"",""up"",""up"",""up"",""up"",""up""],[""left"",""left"",""up"",""up"",""right"",""left"",""up"",""up"",""left"",""up"",""left"",""down"",""right"",""left"",""up"",""right"",""down"",""left"",""up"",""right""],[""up"",""down"",""down"",""down"",""down"",""up"",""up"",""down"",""right"",""up"",""up"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up""]]","[87,724,762,912,598,1437,801]"
28,1,"0,1,5,4,3,2","[[""down"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""right"",""left""],[""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down""],[""down"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""right"",""down"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""right"",""up"",""left"",""left"",""right"",""down"",""left"",""down"",""right""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""left"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""right"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""up""]]","[78,743,919,722,940,926,866]"
29,2,"2,3,5,1,0,4","[[""down"",""right"",""up"",""right"",""left"",""down"",""down"",""left"",""up"",""right""],[""down"",""left"",""down"",""right"",""down"",""left"",""left"",""left"",""down"",""left"",""up"",""down"",""up"",""right"",""up"",""right"",""up"",""right"",""down"",""right""],[""up"",""left"",""left"",""up"",""up"",""down"",""right"",""up"",""right"",""down"",""left"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""left"",""down""],[""left"",""left"",""down"",""right"",""down"",""up"",""left"",""up"",""up"",""right"",""up"",""up"",""left"",""up"",""left"",""left"",""up"",""right"",""down"",""left""],[""down"",""down"",""up"",""left"",""down"",""down"",""up"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""left"",""right"",""down"",""right"",""up""],[""down"",""down"",""left"",""right"",""up"",""up"",""down"",""left"",""left"",""up"",""down"",""down"",""up"",""right"",""up"",""left"",""down"",""up"",""right"",""right""],[""down"",""down"",""up"",""left"",""down"",""left"",""down"",""left"",""left"",""down"",""right"",""up"",""up"",""right"",""left"",""down"",""left"",""down"",""right"",""up""]]","[89,839,803,1001,836,778,915]"
30,0,"3,0,5,2,4,1","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""down"",""up"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""down"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,800,840,918,878,803,913]"
31,2,"3,5,2,1,0,4","[[""down"",""right"",""right"",""down"",""up"",""right"",""down"",""right"",""left"",""right""],[""up"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""right"",""left"",""right"",""down"",""left"",""up"",""right""],[""down"",""up"",""down"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""right"",""right""],[""left"",""right"",""left"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""up""],[""down"",""down"",""down"",""right"",""down"",""right"",""right"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[82,795,781,876,876,693,1428]"
32,2,"2,3,4,0,1,5","[[""down"",""up"",""down"",""right"",""down"",""up"",""up"",""down"",""left"",""right""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up""],[""right"",""right"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""down"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""left"",""up"",""right"",""down"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""right"",""up"",""left"",""down"",""left"",""up"",""down""],[""left"",""left"",""down"",""right"",""up"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[91,858,783,940,841,827,907]"
33,0,"0,3,4,5,2,1","[[""down"",""right"",""down"",""down"",""up"",""down"",""right"",""down"",""right"",""up""],[""down"",""right"",""up"",""down"",""down"",""right"",""up"",""down"",""up"",""right"",""down"",""down"",""down"",""up"",""right"",""up"",""down"",""down"",""left"",""up""],[""down"",""down"",""right"",""right"",""up"",""down"",""right"",""down"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""up"",""right"",""down""],[""down"",""up"",""down"",""down"",""right"",""down"",""left"",""up"",""down"",""right"",""down"",""left"",""right"",""up"",""right"",""up"",""down"",""down"",""up"",""down""],[""down"",""down"",""right"",""down"",""right"",""left"",""down"",""up"",""down"",""left"",""right"",""right"",""up"",""down"",""right"",""up"",""right"",""up"",""down"",""down""],[""down"",""down"",""up"",""down"",""down"",""down"",""left"",""right"",""up"",""down"",""right"",""up"",""right"",""up"",""down"",""down"",""right"",""up"",""right"",""down""],[""down"",""right"",""up"",""down"",""down"",""down"",""left"",""right"",""up"",""down"",""down"",""right"",""right"",""up"",""down"",""right"",""right"",""up"",""left"",""down""]]","[71,569,845,542,806,621,648]"
34,1,"1,0,5,3,4,2","[[""right"",""right"",""down"",""down"",""left"",""up"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""left"",""right"",""right"",""up"",""up"",""up"",""down"",""down"",""right"",""right"",""right""],[""left"",""right"",""left"",""left"",""left"",""left"",""right"",""right"",""left"",""up"",""down"",""right"",""down"",""down"",""right"",""up"",""right"",""left"",""left"",""up""],[""up"",""left"",""up"",""left"",""right"",""up"",""right"",""down"",""left"",""down"",""left"",""down"",""down"",""right"",""down"",""right"",""down"",""right"",""down"",""right""],[""up"",""left"",""left"",""up"",""up"",""right"",""left"",""right"",""down"",""down"",""left"",""right"",""right"",""left"",""left"",""up"",""up"",""right"",""down"",""right""],[""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""left"",""right"",""left"",""up"",""right"",""right"",""right"",""right"",""up"",""left"",""up"",""left""],[""down"",""left"",""down"",""left"",""left"",""down"",""left"",""down"",""right"",""up"",""right"",""right"",""up"",""up"",""right"",""up"",""down"",""left"",""down"",""down""]]","[84,789,852,834,847,818,870]"
35,2,"3,2,0,4,1,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""right"",""down"",""right"",""right"",""right"",""right"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""left"",""down"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""left""],[""down"",""down"",""down"",""down"",""up"",""up"",""left"",""right"",""down"",""left"",""left"",""left"",""left"",""right"",""left"",""down"",""up"",""right"",""left"",""right""]]","[100,810,674,853,1405,1127,931]"
36,2,"4,1,2,3,0,5","[[""right"",""down"",""down"",""right"",""right"",""down"",""right"",""up"",""left"",""right""],[""right"",""up"",""right"",""right"",""up"",""left"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""right"",""down"",""up"",""down"",""up"",""left"",""down"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""down"",""up"",""up"",""down"",""down"",""left"",""up"",""right"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""right"",""up""],[""up"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[88,815,908,855,800,812,852]"
37,1,"3,1,0,4,5,2","[[""right"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""left""],[""up"",""right"",""right"",""right"",""right"",""right"",""left"",""down"",""right"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""right"",""right"",""right""],[""right"",""left"",""up"",""right"",""right"",""up"",""left"",""left"",""left"",""up"",""up"",""up"",""left"",""left"",""right"",""right"",""left"",""right"",""right"",""right""],[""left"",""left"",""left"",""left"",""right"",""right"",""right"",""left"",""left"",""left"",""right"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""left"",""right""],[""right"",""left"",""left"",""left"",""left"",""down"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""left"",""right"",""right"",""right"",""right"",""left""],[""right"",""down"",""up"",""up"",""up"",""right"",""right"",""down"",""left"",""left"",""left"",""left"",""right"",""right"",""down"",""left"",""left"",""down"",""down"",""right""],[""right"",""down"",""left"",""down"",""left"",""up"",""up"",""up"",""up"",""left"",""down"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right""]]","[69,789,772,858,586,570,769]"
